"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"LA","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",524,35889.5898473282,33113.5975763359,134134.516335878,10,10,10
"ME","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",131,41374.6622137405,38947.4101526717,88747.2197709924,10,10,10
"MD","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1113,42842.3074573226,40301.1712578616,45418.5573495058,10,10,8
"MA","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",682,46690.4192228739,44930.3390029326,99934.8202639296,10,10,10
"MI","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",2074,39210.6858871745,36802.2890453231,88504.266051109,10,10,10
"MN","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",481,46118.2864449065,43035.7788565489,129281.492349272,10,10,10
"MS","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",407,36718.5827027027,34472.2716461916,119357.212137592,10,10,10
"MO","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1169,36430.1700684346,34180.9412318221,122005.51427716,10,10,10
"MT","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",80,36598.57175,34535.28275,92929.960125,10,10,10
"NE","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",161,40525.3857142857,37991.3886956522,142946.521987578,10,10,10
"NV","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",181,42561.7830939227,38110.0333701657,242785.254640884,10,10,10
"NH","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",74,51561.4566216216,47153.7640540541,135338.266756757,10,10,10
"NJ","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1629,42086.5240208717,39891.7564333947,199693.86043585,10,10,10
"NM","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",157,46416.2166878981,38717.402611465,117293.868152866,10,10,10
"NY","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",2656,53758.5172740964,50809.637375753,132492.683347139,10,10,10
"NC","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1358,38486.9132621502,37223.79044919,92138.2727687776,10,10,10
"ND","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",137,34192.769270073,33095.0832846715,71870.6811678832,10,10,9
"OH","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1378,37577.4502975327,34874.2428664731,115612.584862119,10,10,10
"OK","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",490,39856.9304897959,35388.4179795918,140241.862938776,10,10,10
"OR","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",283,47560.0982332155,44712.2460070671,119311.939328622,10,10,10
"PA","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",1577,38158.1624857324,35632.2823779328,155827.90055168,10,10,10
"RI","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",90,43408.571,42213.7615555556,117874.174444444,10,10,10
"SC","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",599,40095.7876293823,37089.7158597663,143127.527479132,10,10,10
"SD","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",95,44448.6872631579,40131.3137894737,134485.829789474,10,10,10
"TN","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",874,34407.7998855835,31728.7027345538,108829.321556064,10,10,10
"TX","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",3059,37617.5580287676,34743.5364040536,151066.292481203,10,10,10
"UT","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",212,39426.2310849057,35444.5941037736,88519.2915566038,10,10,10
"VT","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",52,53790.0934615385,53041.5707692308,88280.2036538462,10,10,10
"VA","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",999,37863.3271171171,35054.7215815816,118155.302612613,10,10,10
"WA","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",653,42971.8811179173,40707.4823277182,132757.033950995,10,10,10
"WV","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",261,36936.4130651341,34676.2048659004,84867.4657471264,10,10,10
"WI","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",574,40777.5131881533,37781.2954878049,110614.836097561,10,10,10
"WY","853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC",19,49466.31,45445.26,131640.84,10,10,10
"AL","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",266,36520.2733082707,34255.1709022556,157529.580977444,10,10,10
"AK","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",11,61300.63,50947.54,190709.9,10,10,10
"AZ","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",202,43503.8714356436,40119.8878217822,164999.986534653,10,10,10
"AR","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",159,35220.348427673,32950.1348427673,101679.241886792,10,10,10
"CA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",3057,53047.6270493948,50826.3348478901,277153.101593065,10,10,10
"CO","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",47,45664.1659574468,39921.6776595745,193555.18893617,10,10,10
"CT","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",239,52099.9665690377,48721.7281171548,153552.77209205,10,10,10
"DE","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",80,48588.01675,44357.317625,102025.99675,10,10,10
"DC","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",92,52221.9543478261,47621.5289130435,152432.650217391,10,10,10
"FL","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",1343,39561.7780268057,37063.0430677588,181536.943142219,10,10,10
"GA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",644,41504.3723913044,37923.3444720497,138585.737996894,10,10,10
"ID","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",22,46131.27,45106.54,117492.085,10,10,10
"IL","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",1163,41172.6079019776,38690.1961994841,136191.005159071,10,10,10
"IN","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",387,42580.1342894057,38884.1264082687,126613.620387597,10,10,10
"IA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",68,41340.5213235294,35444.2901470588,103960.669117647,10,10,10
"KS","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",89,47309.2102247191,39372.9637078652,204650.49247191,10,10,10
"KY","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",251,41140.8180079681,38541.2796414343,122769.988844622,10,10,10
"LA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",279,36884.3650896057,35556.1498566308,138300.300860215,10,10,10
"ME","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",38,45311.6284210526,44467.7363157895,107928.682631579,10,10,10
"MD","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",498,48208.7719678715,46429.0328915663,51254.401184739,10,10,9
"MA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",469,49814.7181663113,47841.2856716418,103424.976098081,10,10,10
"MI","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",1138,42907.6034797891,40799.7879173989,104081.242355009,10,10,10
"MN","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",198,49451.3236363636,47696.6133333333,156560.176515152,10,10,10
"MS","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",219,37906.9869863014,36599.9605479452,135656.416940639,10,10,10
"MO","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",498,40109.5467670683,38261.4933333333,146395.892048193,10,10,10
"NE","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",48,37430.35125,36597.165625,117778.810625,10,10,10
"NV","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",326,40425.1337116564,37897.6675153374,239589.057607362,10,10,10
"NH","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",50,51634.314,49451.8356,136599.7776,10,10,10
"NJ","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",1069,44203.4882600561,42551.6417680075,230224.30142189,10,10,10
"NM","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",75,44783.4776,41280.9670666667,118742.794666667,10,10,10
"NY","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",2938,59440.6551769911,57451.7289993193,126633.599829816,10,10,10
"NC","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",755,42734.9809271523,40199.1239072848,109177.389298013,10,10,10
"ND","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",16,39845.68,38789.43,93062.31,10,10,10
"OH","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",890,40373.9089438202,37332.1208651685,131325.660617978,10,10,10
"OK","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",324,40178.3160185185,37168.5662037037,157831.14,10,10,10
"OR","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",51,49751.7805882353,48904.0529411765,148555.093529412,10,10,10
"PA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",827,42479.5919347037,39947.9944135429,201554.444038694,10,10,10
"RI","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",63,46361.1865079365,43372.0287301587,145726.94968254,10,10,10
"SC","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",285,39561.9529473684,36989.9685964912,158270.131964912,10,10,10
"SD","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",34,47732.5276470588,41538.0811764706,180909.084117647,10,10,10
"TN","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",515,37658.7360776699,34965.7631262136,124697.305475728,10,10,10
"TX","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",1774,39537.8988444194,36957.8006200676,170171.687040586,10,10,10
"UT","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",31,44923.1893548387,37042.1567741935,105622.349032258,10,10,10
"VT","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",18,52761.33,52139.55,80805.38,10,10,10
"VA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",565,41248.8916283186,38502.3091150442,129339.174761062,10,10,10
"WA","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",270,49177.7151111111,44688.3293333333,159578.495111111,10,10,10
"WV","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",124,39608.2551612903,35906.4480645161,92184.9701612903,10,10,10
"WI","870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS",119,46809.2842016807,44131.0221848739,132193.180672269,10,10,10
"AL","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4773,11180.5328807878,10052.9671590195,47482.137362246,8,8,8
"AK","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",255,21008.9123921569,18645.4650588235,56688.6770196078,10,10,9
"AZ","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4234,13594.3320689655,12350.0728649032,52852.5771374587,9,9,9
"AR","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",3359,11117.6603780887,10137.701908306,31667.3969157487,8,8,7
"CA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",34284,16747.1261556411,15762.3864120289,90122.4807665383,9,10,10
"CO","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",2572,13090.4819401244,11816.1945139969,57767.6542029549,9,9,9
"CT","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4594,15726.2018828907,14542.601414889,42041.4713104049,9,9,8
"DE","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1127,14025.2334960071,12631.1128571429,34075.4943655723,9,9,7
"DC","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",498,17738.3071485944,16721.3018875502,54712.7164056225,10,10,9
"FL","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",18660,12160.6826677385,11069.2715241158,62483.9728536977,8,8,9
"GA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",9138,12225.0068877216,11099.3171240972,41115.8854639965,8,8,8
"HI","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",961,17001.9320603538,15193.9123829344,43436.4847866805,9,9,8
"ID","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1075,12840.5720372093,11472.9891534884,30836.8649953488,9,9,7
"IL","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",15610,13222.8915759129,11974.8799205637,48200.9300339526,9,9,8
"IN","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",7628,12032.5244611956,10920.1479195071,35052.3453002098,8,8,7
"IA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",2734,11653.5255047549,10410.0101097293,32613.8253950256,8,8,7
"KS","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",2948,12021.6465196744,10620.106848711,45243.2853086839,8,8,8
"KY","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",5574,11801.8659346968,10848.4843415859,34004.240285253,8,8,7
"LA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4648,11975.4452108434,10952.7880851979,43898.0965813253,8,8,8
"ME","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1401,13381.2545324768,12108.726952177,30707.2116202712,9,9,7
"MD","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",7619,17660.7163669773,16619.4818230739,18738.709917312,10,10,4
"MA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",7097,14584.8764632944,13603.1559560378,27268.9046625335,9,9,6
"MI","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",15548,13308.2972755338,12335.5410226396,31267.7545639311,9,9,7
"MN","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",3808,13888.656095063,12502.3000210084,38306.1182011555,9,9,8
"MS","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",3564,11996.869503367,11016.921352413,44388.788338945,8,8,8
"MO","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",7904,11968.1079693826,10884.7423798077,41930.4473709514,8,8,8
"MT","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",610,12632.4357540984,11210.0755081967,30613.8613278689,9,9,7
"NE","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1125,12922.7414488889,11518.7650133333,44748.4946933333,9,9,8
"NV","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1576,13540.7127220812,12193.1477601523,83519.2996383249,9,9,10
"NH","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1095,12439.0118630137,11427.2830502283,32768.0486666667,8,9,7
"NJ","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",10961,14676.1004242314,13748.5785238573,88529.6236264939,9,9,10
"NM","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1346,14330.8368573551,12894.1085661218,40443.9346731055,9,9,8
"NY","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",21970,17322.0214692763,16205.6559303596,47465.7455935366,10,10,8
"NC","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",13098,12838.4057879065,11858.5558558559,32059.0639242632,9,9,7
"ND","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",829,12394.0931845597,11422.0769963812,28727.1412062726,8,9,6
"OH","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",10901,12219.9731116411,11159.76022475,39192.2375084855,8,9,8
"OK","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4935,11891.1035744681,10833.2743546099,41401.6259797366,8,8,8
"OR","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",2441,13706.7662023761,12409.4568291684,34558.7242318722,9,9,7
"PA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",12347,12704.6733020167,11568.052168138,50114.3133627602,9,9,9
"RI","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1056,14491.0891382576,13531.2445643939,39819.0514393939,9,9,8
"SC","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",5243,12849.7759717719,11608.6444535571,47649.0605473965,9,9,8
"SD","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",484,14819.4725413223,13099.9703099174,48931.0321900826,9,9,8
"TN","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",8502,11397.8527569984,10325.8066666667,38064.6562808751,8,8,8
"TX","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",23144,12615.8463480816,11444.6480474421,55266.4753417732,9,9,9
"UT","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",1703,12204.6390428655,10444.83622431,30052.5583734586,8,8,6
"VT","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",465,15743.084344086,14170.7311827957,25734.4741075269,9,9,6
"VA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",9884,12110.4873209227,10941.6232254148,36847.1547794415,8,8,7
"WA","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",6544,13694.5992985941,12410.4451726773,42649.6000366748,9,9,8
"WV","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",2102,12052.6010704091,11012.5247098002,30149.9429686013,8,8,6
"WI","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",4887,13071.517988541,11652.5968467362,34271.5449028034,9,9,7
"WY","871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC",211,17415.9811374408,15101.5090521327,38709.7050236967,10,9,8
"AL","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1839,6717.74283306145,5508.67290375204,26315.5498640566,5,5,6
"AK","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",120,11148.8885833333,9948.329,31890.3619166667,8,8,7
"AZ","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1571,8236.54481858689,6940.58978994271,31079.4868682368,6,6,7
"AR","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1434,6658.27391213389,5804.33640864714,19155.5039609484,5,5,4
"CA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",11162,9612.09515319835,8585.69865346712,50353.189722272,7,7,9
"CO","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",966,7759.62788819876,6478.52038302277,30340.7328674948,6,6,6
"CT","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1620,9142.74967901235,8096.90974691358,24013.5585740741,7,7,5
"DE","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",409,8182.53855745721,6979.25410757946,19640.8815647922,6,6,4
"DC","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",183,10213.0343715847,9320.80573770492,31627.2908196721,8,8,7
"FL","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",7199,7094.92125434088,6077.31710098625,36828.6782705931,5,5,7
"GA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",3044,7263.59936268068,6188.80753942181,23222.0329533509,6,6,5
"HI","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",365,10356.2190684932,8316.3655890411,23686.9138356164,8,7,5
"ID","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",458,7215.95052401747,6080.79218340611,18299.8071834061,6,5,4
"IL","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",5001,7726.19806238752,6564.02550489902,28108.5483683263,6,6,6
"IN","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2556,7144.54732785602,6051.53146322379,21093.5516001565,5,5,5
"IA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1180,6919.83984745763,5869.91883050847,18144.8627881356,5,5,4
"KS","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1110,7018.96321621622,5956.45045045045,26316.9831351351,5,5,6
"KY","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1961,7022.41282508924,5987.7018663947,19107.7924834268,5,5,4
"LA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1865,7106.07469168901,6014.31181233244,23722.6667613941,5,5,5
"ME","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",579,7807.29357512953,6731.06607944732,17487.2457340242,6,6,4
"MD","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",3169,9947.14638687283,9048.48911328495,10565.011972231,7,7,1
"MA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2247,8660.42688918558,7669.06648420116,16200.5961237205,7,7,3
"MI","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",5388,8033.94244246474,6918.58846325167,18305.1343578322,6,6,4
"MN","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1678,8064.81376042908,6808.87493444577,21565.1239570918,6,6,5
"MS","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1253,6893.63602553871,5994.23967278531,25053.2549401437,5,5,5
"MO","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2529,7135.35075523922,6072.32274416766,24575.6480585212,5,5,5
"MT","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",282,7366.91411347518,6156.7195035461,15778.8417021277,6,6,3
"NE","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",482,7352.8643153527,5971.79298755187,24008.7758921162,6,5,5
"NV","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",498,8135.15172690763,6845.19568273092,46193.4315662651,6,6,8
"NH","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",429,7438.3144055944,6535.30337995338,21664.4713986014,6,6,5
"NJ","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",3571,8720.85994959395,7833.84709885186,56844.0957462896,7,7,9
"NM","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",610,8339.42272131148,7362.26854098361,24192.6910491803,6,6,5
"NY","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",7337,9822.42281313889,8718.51941801826,29225.8889791468,7,7,6
"NC","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",4575,7684.30918251366,6652.58541857924,19864.6587409836,6,6,4
"ND","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",257,7709.14276264591,6239.21517509728,14638.5528793774,6,6,3
"OH","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",3351,7104.06365562519,6085.91122649955,22359.2898806326,5,5,5
"OK","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",1597,6900.05355040701,5887.51331246086,22254.6703882279,5,5,5
"OR","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",658,8035.32240121581,6822.33343465046,19362.5810638298,6,6,4
"PA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",5108,7480.02455559906,6479.39510571652,28350.8946417385,6,6,6
"RI","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",331,8497.35649546828,7445.38371601209,23549.5788821752,7,7,5
"SC","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2136,7376.59943820225,6318.72395131086,27107.5108333333,6,6,6
"SD","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",174,8103.22367816092,7038.95356321839,23703.9682183908,6,6,5
"TN","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2684,6717.4899366617,5687.5293219076,21763.3716505216,5,5,5
"TX","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",8046,7425.08239125031,6367.69264479244,31231.2049689287,6,6,7
"UT","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",538,7341.34204460967,5612.54671003717,16996.1050743494,6,5,3
"VT","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",243,8765.22119341564,7946.00917695473,15421.7597942387,7,7,3
"VA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",3573,7309.17839070809,6117.93529806885,22568.9777665827,6,5,5
"WA","872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC",2073,8167.94494452484,6946.25344910757,24246.3967004342,6,6,5
